State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
WV,West Virginia,2015,October,12 month-ending,Heroin (T40.1),208,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,Heroin (T40.1),207,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,Heroin (T40.1),200,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,Heroin (T40.1),199,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,Heroin (T40.1),209,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,Heroin (T40.1),214,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,Heroin (T40.1),211,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,Heroin (T40.1),218,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,Heroin (T40.1),228,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,Heroin (T40.1),240,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,Heroin (T40.1),244,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,Heroin (T40.1),238,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,Heroin (T40.1),231,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,Heroin (T40.1),243,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,Heroin (T40.1),241,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,Heroin (T40.1),245,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Heroin (T40.1),241,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Heroin (T40.1),246,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,Heroin (T40.1),254,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,Heroin (T40.1),256,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,Heroin (T40.1),251,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,Heroin (T40.1),243,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,Heroin (T40.1),240,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,Methadone (T40.3),41,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,Methadone (T40.3),41,100.0,0.2,
WV,West Virginia,2015,March,12 month-ending,Methadone (T40.3),39,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,Methadone (T40.3),39,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,Methadone (T40.3),37,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,Methadone (T40.3),37,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,Methadone (T40.3),33,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,Methadone (T40.3),33,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,Methadone (T40.3),29,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,Methadone (T40.3),31,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,Methadone (T40.3),31,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,Methadone (T40.3),31,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,Methadone (T40.3),30,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,Methadone (T40.3),31,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,Methadone (T40.3),29,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,Methadone (T40.3),30,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,Methadone (T40.3),29,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,Methadone (T40.3),29,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,Methadone (T40.3),32,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,Methadone (T40.3),31,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,Methadone (T40.3),31,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,Methadone (T40.3),31,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,Methadone (T40.3),32,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,Methadone (T40.3),28,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,Methadone (T40.3),27,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Methadone (T40.3),27,100.0,0.3,*Likely underreported due to incomplete data
WY,Wyoming,2016,December,12 month-ending,Number of Deaths,4347,100.0,0,
WV,West Virginia,2017,March,12 month-ending,Methadone (T40.3),28,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,Methadone (T40.3),29,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,Methadone (T40.3),29,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,Methadone (T40.3),27,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,Methadone (T40.3),28,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,Methadone (T40.3),32,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),374,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),377,100.0,0.2,
WV,West Virginia,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),387,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),389,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),386,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),390,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),375,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),377,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),374,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),368,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),361,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),360,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),356,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),361,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),357,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),352,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),348,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),351,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),350,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),341,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),345,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),329,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),325,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),325,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),325,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),319,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),310,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),313,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),317,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),312,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),311,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),300,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,Number of Deaths,21732,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,Number of Deaths,21811,100.0,0.2,
WV,West Virginia,2015,March,12 month-ending,Number of Deaths,21882,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,Number of Deaths,22086,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,Number of Deaths,22201,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,Number of Deaths,22163,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,Number of Deaths,22290,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,Number of Deaths,22290,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,Number of Deaths,22294,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,Number of Deaths,22365,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,Number of Deaths,22251,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,Number of Deaths,22173,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,Number of Deaths,21943,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,Number of Deaths,21824,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,Number of Deaths,21804,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,Number of Deaths,21727,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,Number of Deaths,21717,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,Number of Deaths,21817,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,Number of Deaths,21830,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,Number of Deaths,21807,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,Number of Deaths,21845,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,Number of Deaths,21840,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,Number of Deaths,21916,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,Number of Deaths,21990,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,Number of Deaths,22171,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Number of Deaths,22222,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Number of Deaths,22366,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,Number of Deaths,22443,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,Number of Deaths,22411,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,Number of Deaths,22354,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,Number of Deaths,22139,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,Number of Deaths,22194,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,Number of Drug Overdose Deaths,644,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,Number of Drug Overdose Deaths,653,100.0,0.2,
YC,New York City,2015,May,12 month-ending,Heroin (T40.1),306,100.0,0,
WV,West Virginia,2015,March,12 month-ending,Number of Drug Overdose Deaths,671,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,Number of Drug Overdose Deaths,683,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,Number of Drug Overdose Deaths,681,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,Number of Drug Overdose Deaths,681,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,Number of Drug Overdose Deaths,684,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,Number of Drug Overdose Deaths,682,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,Number of Drug Overdose Deaths,686,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,Number of Drug Overdose Deaths,717,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,Number of Drug Overdose Deaths,719,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,Number of Drug Overdose Deaths,729,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,Number of Drug Overdose Deaths,731,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,Number of Drug Overdose Deaths,755,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,Number of Drug Overdose Deaths,757,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,Number of Drug Overdose Deaths,764,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,Number of Drug Overdose Deaths,779,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,Number of Drug Overdose Deaths,804,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,Number of Drug Overdose Deaths,809,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,Number of Drug Overdose Deaths,821,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,Number of Drug Overdose Deaths,838,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,Number of Drug Overdose Deaths,824,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,Number of Drug Overdose Deaths,856,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,Number of Drug Overdose Deaths,879,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,Number of Drug Overdose Deaths,910,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Number of Drug Overdose Deaths,927,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Number of Drug Overdose Deaths,944,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,Number of Drug Overdose Deaths,970,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,Number of Drug Overdose Deaths,972,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,Number of Drug Overdose Deaths,979,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,Number of Drug Overdose Deaths,994,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,Number of Drug Overdose Deaths,982,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",580,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",585,100.0,0.2,
WV,West Virginia,2015,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",599,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",615,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",609,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",614,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",611,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",609,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",612,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",637,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",634,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",636,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",631,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",653,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",658,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",653,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",662,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",682,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",691,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",696,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",709,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",689,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",714,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",734,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",760,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",775,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",786,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",810,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",823,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",823,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",839,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",832,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,Percent with drugs specified,99.53416149,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,Percent with drugs specified,99.54058193,100.0,0.2,
WV,West Virginia,2015,March,12 month-ending,Percent with drugs specified,99.70193741,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,Percent with drugs specified,99.70717423,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,Percent with drugs specified,99.55947137,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,Percent with drugs specified,99.55947137,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,Percent with drugs specified,99.26900585,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,Percent with drugs specified,99.26686217,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,Percent with drugs specified,99.27113703,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,Percent with drugs specified,99.30264993,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,Percent with drugs specified,99.30458971,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,Percent with drugs specified,99.45130316,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,Percent with drugs specified,99.58960328,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,Percent with drugs specified,99.47019868,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,Percent with drugs specified,99.47159841,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,Percent with drugs specified,99.34554974,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,Percent with drugs specified,99.10141207,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,Percent with drugs specified,98.75621891,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,Percent with drugs specified,99.01112485,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,Percent with drugs specified,98.90377588,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,Percent with drugs specified,98.68735084,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,Percent with drugs specified,98.4223301,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,Percent with drugs specified,97.89719626,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,Percent with drugs specified,97.38339022,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,Percent with drugs specified,97.25274725,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Percent with drugs specified,97.19525351,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Percent with drugs specified,97.13983051,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,Percent with drugs specified,97.21649485,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,Percent with drugs specified,97.32510288,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,Percent with drugs specified,97.5485189,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,Percent with drugs specified,97.58551308,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,Percent with drugs specified,97.45417515,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),40,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),43,100.0,0.2,
WV,West Virginia,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),49,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),51,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),51,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),51,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),56,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),63,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),67,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),68,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),70,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),66,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),64,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),71,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),78,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),82,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),85,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),87,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),97,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),115,100.0,0.2,
WV,West Virginia,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),122,100.0,0.2,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),127,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),144,100.0,0.3,*Likely underreported due to incomplete data
WV,West Virginia,2017,April,12 month-ending,Psychostimulants with abuse potential (T43.6),158,100.0,0.4,*Likely underreported due to incomplete data
WV,West Virginia,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),164,100.0,0.5,*Likely underreported due to incomplete data
WV,West Virginia,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),168,100.0,0.6,*Likely underreported due to incomplete data
WV,West Virginia,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),177,99.5,0.7,*Likely underreported due to incomplete data
WV,West Virginia,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),186,99.4,0.9,*Likely underreported due to incomplete data
WV,West Virginia,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",128,100.0,0.2,
WV,West Virginia,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",139,100.0,0.2,
WV,West Virginia,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",143,100.0,0.2,
WV,West Virginia,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",165,100.0,0.2,
WV,West Virginia,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",164,100.0,0.2,
WV,West Virginia,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",167,100.0,0.2,
WV,West Virginia,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",176,100.0,0.2,
WV,West Virginia,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",177,100.0,0.2,
WV,West Virginia,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",187,100.0,0.2,
WV,West Virginia,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",206,100.0,0.2,
WV,West Virginia,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",210,100.0,0.2,
WV,West Virginia,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",224,100.0,0.1,
WV,West Virginia,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",230,100.0,0.1,
WV,West Virginia,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",252,100.0,0.1,
WV,West Virginia,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",263,100.0,0.1,
WV,West Virginia,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",258,100.0,0.1,
WV,West Virginia,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",273,100.0,0.1,
WV,West Virginia,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",292,100.0,0.1,
WV,West Virginia,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",311,100.0,0.1,
WV,West Virginia,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",325,100.0,0.1,
WV,West Virginia,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",349,100.0,0.1,
WV,West Virginia,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",363,100.0,0.1,
WV,West Virginia,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",398,100.0,0.1,
WV,West Virginia,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",432,100.0,0.2,
