"Notes"	"County"	"County Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	20	27662	72.3
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	12	28694	Unreliable
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	19	27356	Unreliable
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	26	27014	96.2
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	28	26656	105.0
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	20	26356	75.9
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	13	27314	Unreliable
	"Richmond County, NY"	"36085"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	34	26142	130.1
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	16	23701	Unreliable
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	18	23644	Unreliable
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	18	23954	Unreliable
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	15	24145	Unreliable
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	10	26966	Unreliable
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	21	24452	85.9
	"Richmond County, NY"	"36085"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	17	24753	Unreliable
	"Rockland County, NY"	"36087"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	10	14482	Unreliable
	"Rockland County, NY"	"36087"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	11	14523	Unreliable
	"Rockland County, NY"	"36087"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	12	16322	Unreliable
	"Rockland County, NY"	"36087"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	11	15343	Unreliable
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	27	85765	31.5
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	34	86303	39.4
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	12	79946	Unreliable
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	24	86950	27.6
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	36	87429	41.2
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	10	81289	Unreliable
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	28	87310	32.1
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	30	86049	34.9
	"Suffolk County, NY"	"36103"	"15-24 years"	"15-24"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	42	84947	49.4
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	26	71848	36.2
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	10	68437	Unreliable
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	48	72271	66.4
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	18	67565	Unreliable
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	53	72214	73.4
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	12	67227	Unreliable
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	51	72571	70.3
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	20	67525	29.6
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	48	73366	65.4
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	12	67839	Unreliable
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	68	73390	92.7
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	33	67636	48.8
	"Suffolk County, NY"	"36103"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	90	73154	123.0
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	16	93329	Unreliable
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	35	91409	38.3
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	16	89494	Unreliable
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	46	88129	52.2
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	21	86282	24.3
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	46	85216	54.0
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	16	82775	Unreliable
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	35	82168	42.6
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	25	79895	31.3
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	47	79829	58.9
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	14	77447	Unreliable
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	49	77603	63.1
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	32	74704	42.8
	"Suffolk County, NY"	"36103"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	68	75293	90.3
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	21	109528	19.2
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	51	108354	47.1
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	38	109791	34.6
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	64	108482	59.0
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	26	109449	23.8
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	75	108085	69.4
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	45	108938	41.3
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	57	107045	53.2
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	30	107731	27.8
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	54	105460	51.2
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	29	105564	27.5
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	65	103575	62.8
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	30	102864	29.2
	"Suffolk County, NY"	"36103"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	67	100487	66.7
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	15	83362	Unreliable
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	34	77762	43.7
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	19	86082	Unreliable
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	42	80993	51.9
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	28	86119	32.5
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	40	81693	49.0
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	24	87765	27.3
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	58	84022	69.0
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	15	89477	Unreliable
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	41	86436	47.4
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	12	91722	Unreliable
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	42	88971	47.2
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	30	93961	31.9
	"Suffolk County, NY"	"36103"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	66	90931	72.6
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	11	46710	Unreliable
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	13	58914	Unreliable
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	11	50015	Unreliable
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	11	52221	Unreliable
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	16	53868	Unreliable
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	16	55655	Unreliable
	"Suffolk County, NY"	"36103"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	22	57190	38.5
	"Ulster County, NY"	"36111"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	18	9651	Unreliable
	"Ulster County, NY"	"36111"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	10	10313	Unreliable
	"Ulster County, NY"	"36111"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	12	8908	Unreliable
	"Westchester County, NY"	"36119"	"15-24 years"	"15-24"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	10	45519	Unreliable
	"Westchester County, NY"	"36119"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	14	47719	Unreliable
	"Westchester County, NY"	"36119"	"15-24 years"	"15-24"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	11	47905	Unreliable
	"Westchester County, NY"	"36119"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	21	40283	52.1
	"Westchester County, NY"	"36119"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	26	40309	64.5
	"Westchester County, NY"	"36119"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	11	39880	Unreliable
	"Westchester County, NY"	"36119"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	16	39629	Unreliable
	"Westchester County, NY"	"36119"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	10	37065	Unreliable
	"Westchester County, NY"	"36119"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	32	38905	82.3
	"Westchester County, NY"	"36119"	"35-44 years"	"35-44"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	17	49130	Unreliable
	"Westchester County, NY"	"36119"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	17	48204	Unreliable
	"Westchester County, NY"	"36119"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	13	46947	Unreliable
	"Westchester County, NY"	"36119"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	12	46270	Unreliable
	"Westchester County, NY"	"36119"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	15	45696	Unreliable
	"Westchester County, NY"	"36119"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	20	44919	44.5
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	20	57031	35.1
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	19	56822	Unreliable
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	28	56326	49.7
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	26	56106	46.3
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	13	57278	Unreliable
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	24	55732	43.1
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	23	55368	41.5
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	13	55476	Unreliable
	"Westchester County, NY"	"36119"	"45-54 years"	"45-54"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	29	54110	53.6
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	14	44275	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	11	49573	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	17	45850	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	10	49924	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	15	46334	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	13	50778	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	24	47348	50.7
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	16	48225	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	16	49179	Unreliable
	"Westchester County, NY"	"36119"	"55-64 years"	"55-64"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	16	49802	Unreliable
	"Westchester County, NY"	"36119"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	12	29994	Unreliable
"---"
"Dataset: Multiple Cause of Death, 1999-2016"
"Query Parameters:"
"Title:"
"2013 Urbanization: All"
"Autopsy: All"
"Gender: All"
"Hispanic Origin: All"
"MCD - Drug/Alcohol Induced Causes: Drug-induced causes, Alcohol-induced causes"
"Place of Death: All"
"Race: All"
"States: New York (36)"
"Ten-Year Age Groups: 5-14 years, 15-24 years, 25-34 years, 35-44 years, 45-54 years, 55-64 years, 65-74 years, 75-84 years, 85+"
"years"
"UCD - Drug/Alcohol Induced Causes: Drug-induced causes, Alcohol-induced causes"
"Weekday: All"
"Year/Month: 2010, 2011, 2012, 2013, 2014, 2015, 2016"
"Group By: County, Ten-Year Age Groups, Year, Gender, Race"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Apr 8, 2018 1:42:46 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Multiple Cause of Death"
"1999-2016 on CDC WONDER Online Database, released December, 2017. Data are from the Multiple Cause of Death Files, 1999-2016, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/mcd-icd10.html on Apr 8, 2018 1:42:46 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Racial Differences."
"6. The population figures for year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016"
"postcensal series released by NCHS on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for"
"year 2014 are bridged-race estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS"
"on June 30, 2015. The population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2013 postcensal series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013."
"Population figures for 2011 are bridged-race estimates of the July 1 resident population, from the county-level postcensal"
"Vintage 2011 series released by NCHS on July 18, 2012. Population figures for 2010 are April 1 Census counts. The population"
"figures for years 2001 - 2009, are bridged-race estimates of the July 1 resident population, from the revised intercensal"
"county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are April 1 Census counts."
"Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population figures for Infant Age"
"Groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from"
"previously published reports, due to use of the population estimates which were available at the time of release."
